measure,location,sex,age,cause,metric,year,val,upper,lower
Deaths,India,Male,55 to 59,All causes,Number,2017,420114.93822890567,432771.4253390074,407835.4145040796
Deaths,India,Female,55 to 59,All causes,Number,2017,280283.7273040741,289031.6428547134,271622.1223515772
Deaths,India,Male,60 to 64,All causes,Number,2017,468907.799185341,481720.68356820353,456570.4319988332
Deaths,India,Female,60 to 64,All causes,Number,2017,371981.8435701669,383779.07775060215,360576.4224781683
Deaths,India,Male,65 to 69,All causes,Number,2017,545336.9369141305,559891.6647953573,531500.510363022
Deaths,India,Female,65 to 69,All causes,Number,2017,448101.19976545044,462731.8568589218,434335.8056029343
Deaths,India,Male,70 to 74,All causes,Number,2017,570309.5127446353,585403.2106300336,555967.1510317543
Deaths,India,Female,70 to 74,All causes,Number,2017,536883.8101064869,554567.5610926929,521148.72688772134
Deaths,India,Male,75 to 79,All causes,Number,2017,518623.14780230395,531551.7331229957,506402.5306509309
Deaths,India,Female,75 to 79,All causes,Number,2017,505074.36657244765,520744.8067248238,490721.57060487615
Deaths,India,Male,80 plus,All causes,Number,2017,823186.5066944017,839042.6185180345,808306.6560259387
Deaths,India,Female,80 plus,All causes,Number,2017,1038087.3951093919,1063449.5736389242,1014866.024183397
Deaths,India,Male,40 to 44,Ischemic heart disease,Number,2014,35116.60098788422,36825.23183672664,33428.70363818042
Deaths,India,Female,40 to 44,Ischemic heart disease,Number,2014,14695.84156995645,15806.812159311337,13642.343718307435
Deaths,India,Male,45 to 49,Ischemic heart disease,Number,2014,52400.28429114093,54854.40307456889,49702.78339927597
Deaths,India,Female,45 to 49,Ischemic heart disease,Number,2014,20522.96019876946,22063.57845902908,19144.504996169646
Deaths,India,Male,50 to 54,Ischemic heart disease,Number,2014,67901.81986062792,70830.73668220945,64433.95054630152
Deaths,India,Female,50 to 54,Ischemic heart disease,Number,2014,32580.303018710274,35039.645250986345,30272.27586042369
Deaths,India,Male,55 to 59,Ischemic heart disease,Number,2014,92654.53908908262,96781.65840709051,87748.99498823681
Deaths,India,Female,55 to 59,Ischemic heart disease,Number,2014,43265.38285755699,45876.984613334294,40206.29327260392
Deaths,India,Male,60 to 64,Ischemic heart disease,Number,2014,103681.69696473224,107935.59163489287,98725.50049552372
Deaths,India,Female,60 to 64,Ischemic heart disease,Number,2014,58177.662896623864,61993.41568656882,53614.93065480093
Deaths,India,Male,65 to 69,Ischemic heart disease,Number,2014,108919.4643641567,114103.98496891269,102372.51424594215
Deaths,India,Female,65 to 69,Ischemic heart disease,Number,2014,67521.5479329317,72307.8805978288,60938.23571652019
Deaths,India,Male,70 to 74,Ischemic heart disease,Number,2014,109666.50185052393,115609.65461977106,101905.73162886764
Deaths,India,Female,70 to 74,Ischemic heart disease,Number,2014,78211.99553817189,83526.31971365638,70002.02642784089
Deaths,India,Male,75 to 79,Ischemic heart disease,Number,2014,96388.38068963222,102023.01714587121,89325.54162512375
Deaths,India,Female,75 to 79,Ischemic heart disease,Number,2014,80057.40222891039,85929.88252484225,72109.59369515331
Deaths,India,Male,80 plus,Ischemic heart disease,Number,2014,145386.9494718916,155321.31748111648,130120.6721177776
Deaths,India,Female,80 plus,Ischemic heart disease,Number,2014,136894.7319113628,148913.3178771465,119555.40840389162
Deaths,India,Male,40 to 44,All causes,Number,2010,212274.41154219658,217027.71773658632,207827.81972222973
Deaths,India,Female,40 to 44,All causes,Number,2010,110609.80281675264,113277.36593372886,108235.65613466123
Deaths,India,Male,45 to 49,All causes,Number,2010,238891.3992218233,244439.6782946994,234016.38161536743
Deaths,India,Female,45 to 49,All causes,Number,2010,117410.00428129619,119864.26694388193,115113.49594549094
Deaths,India,Male,50 to 54,All causes,Number,2010,273210.52021820063,279785.70071570575,267188.7912822701
Deaths,India,Female,50 to 54,All causes,Number,2010,139795.87466525432,142938.52153200813,136965.8300967096
Deaths,India,Male,55 to 59,All causes,Number,2010,306284.511415931,312808.8952626851,300273.9388185661
Deaths,India,Female,55 to 59,All causes,Number,2010,199852.91749131808,204657.2574218382,195441.26145768855
Deaths,India,Male,60 to 64,All causes,Number,2010,419387.085485392,427816.55968855694,411691.01343382266
Deaths,India,Female,60 to 64,All causes,Number,2010,295152.4375362049,301716.61211650627,289139.7091089697
Deaths,India,Male,65 to 69,All causes,Number,2010,485896.6126697128,494822.86133242754,477378.02067343594
Deaths,India,Female,65 to 69,All causes,Number,2010,351385.6949117425,359044.6815982328,344670.9448752626
Deaths,India,Male,70 to 74,All causes,Number,2010,508496.4613481268,517446.5955325534,500004.85691987915
Deaths,India,Female,70 to 74,All causes,Number,2010,434356.689033373,443229.5499826058,426447.51449213736
Deaths,India,Male,75 to 79,All causes,Number,2010,483258.832892477,492001.7031490464,475219.55848032935
Deaths,India,Female,75 to 79,All causes,Number,2010,450386.97408336226,459915.94308196625,442061.6673657228
Deaths,India,Male,80 plus,All causes,Number,2010,635105.3874349571,644543.4564947276,626610.1281045014
Deaths,India,Female,80 plus,All causes,Number,2010,663350.0112104721,674336.9867686712,653611.8776539596
Deaths,India,Male,40 to 44,Stroke,Number,2014,8927.474903128212,9655.612376058521,8255.19858085363
Deaths,India,Female,40 to 44,Stroke,Number,2014,6164.819021401518,6753.677377520052,5633.973998137972
Deaths,India,Male,45 to 49,Stroke,Number,2014,13875.261981961447,14937.80849576706,12853.428584084171
Deaths,India,Female,45 to 49,Stroke,Number,2014,9966.92083683163,10826.23191991593,9168.383741719392
Deaths,India,Male,50 to 54,Stroke,Number,2014,21924.7908424151,23395.505694840525,20508.861902786986
Deaths,India,Female,50 to 54,Stroke,Number,2014,17461.606852244935,18873.336841006505,16062.151451107167
Deaths,India,Male,55 to 59,Stroke,Number,2014,34153.34303862628,36251.990028269654,32005.89308114954
Deaths,India,Female,55 to 59,Stroke,Number,2014,23385.419806777816,24888.426097302065,21628.477068602384
Deaths,India,Male,60 to 64,Stroke,Number,2014,45884.370856548405,48805.417998922065,43033.51317789308
Deaths,India,Female,60 to 64,Stroke,Number,2014,38549.27785740111,41409.78231315061,35265.3706361559
Deaths,India,Male,65 to 69,Stroke,Number,2014,56726.78504349198,60560.67071224579,52740.0798377915
Deaths,India,Female,65 to 69,Stroke,Number,2014,45988.11823991541,49713.30945762271,41262.67869689785
Deaths,India,Male,70 to 74,Stroke,Number,2014,55285.47901041465,59408.92522127364,50879.06900837525
Deaths,India,Female,70 to 74,Stroke,Number,2014,49797.165560058595,54251.97234250874,44559.584216366886
Deaths,India,Male,75 to 79,Stroke,Number,2014,48367.31741472748,52241.56617707579,44239.41957188829
Deaths,India,Female,75 to 79,Stroke,Number,2014,48448.38180610089,52765.27798300618,43459.9783359656
Deaths,India,Male,80 plus,Stroke,Number,2014,56421.849426169734,61266.668450227866,50382.90577790199
Deaths,India,Female,80 plus,Stroke,Number,2014,65882.09347351389,72238.42627760442,57985.76687529382
Deaths,India,Male,40 to 44,Ischemic heart disease,Number,2011,36529.60072016716,38375.417454794464,34784.70170849863
Deaths,India,Female,40 to 44,Ischemic heart disease,Number,2011,12584.598177750488,13487.420138351688,11693.819377301992
Deaths,India,Male,45 to 49,Ischemic heart disease,Number,2011,50461.94317246391,52845.28581087418,48122.889498715915
Deaths,India,Female,45 to 49,Ischemic heart disease,Number,2011,17338.627954804575,18477.949612047138,16136.900716924145
Deaths,India,Male,50 to 54,Ischemic heart disease,Number,2011,67068.50777404767,70049.13574834887,63866.73129367862
Deaths,India,Female,50 to 54,Ischemic heart disease,Number,2011,21690.265506803404,23100.446885433492,20201.614268009725
Deaths,India,Male,55 to 59,Ischemic heart disease,Number,2011,75750.76490442564,79160.17340120724,71979.09685580632
Deaths,India,Female,55 to 59,Ischemic heart disease,Number,2011,34814.43806299786,36922.64529558858,32603.521838937337
Deaths,India,Male,60 to 64,Ischemic heart disease,Number,2011,100439.38806224338,104976.74730725266,95204.4997127755
Deaths,India,Female,60 to 64,Ischemic heart disease,Number,2011,51448.64134125025,54834.74278093786,47849.824495235276
Deaths,India,Male,65 to 69,Ischemic heart disease,Number,2011,104182.07182018769,109600.98846394739,97036.35028072968
Deaths,India,Female,65 to 69,Ischemic heart disease,Number,2011,59711.34948678081,63800.152144747146,54133.5221661881
Deaths,India,Male,70 to 74,Ischemic heart disease,Number,2011,105194.19029610645,111233.53663572719,97106.03853859993
Deaths,India,Female,70 to 74,Ischemic heart disease,Number,2011,70322.35184480959,75420.64738811277,63189.69581121486
Deaths,India,Male,75 to 79,Ischemic heart disease,Number,2011,94329.26974645277,100226.01566344782,86949.9137705995
Deaths,India,Female,75 to 79,Ischemic heart disease,Number,2011,75170.68065203085,81552.44592751798,67827.40238579211
Deaths,India,Male,80 plus,Ischemic heart disease,Number,2011,123952.1010073804,135071.19232728492,109233.64870617
Deaths,India,Female,80 plus,Ischemic heart disease,Number,2011,104604.95931636615,116733.96512107304,92027.05421086337
Deaths,India,Male,40 to 44,Stroke,Number,2011,9366.46433686979,10107.514377993257,8716.958078862339
Deaths,India,Female,40 to 44,Stroke,Number,2011,5378.350771321285,5888.290289410883,4934.1480151904925
Deaths,India,Male,45 to 49,Stroke,Number,2011,13128.091937779742,14042.099845932893,12233.499838874402
Deaths,India,Female,45 to 49,Stroke,Number,2011,8640.68066961528,9363.696428458981,7961.770958043807
Deaths,India,Male,50 to 54,Stroke,Number,2011,21602.714264330716,23050.398367109658,20257.46907290577
Deaths,India,Female,50 to 54,Stroke,Number,2011,11691.010221439825,12604.022187518152,10840.914632760167
Deaths,India,Male,55 to 59,Stroke,Number,2011,27950.692113392033,29543.386848829316,26393.900446958585
Deaths,India,Female,55 to 59,Stroke,Number,2011,19208.120935346265,20354.24577619353,17890.071148161274
Deaths,India,Male,60 to 64,Stroke,Number,2011,44147.86563697463,46908.85022228102,41267.02880486944
Deaths,India,Female,60 to 64,Stroke,Number,2011,34282.12430726964,36752.36040271119,31646.046667239247
Deaths,India,Male,65 to 69,Stroke,Number,2011,54635.56925061785,58376.74251763283,50241.378954160304
Deaths,India,Female,65 to 69,Stroke,Number,2011,41765.20687694463,44914.03126291014,37623.529455478
Deaths,India,Male,70 to 74,Stroke,Number,2011,53460.59083280512,57529.76148755142,48680.98742582971
Deaths,India,Female,70 to 74,Stroke,Number,2011,45611.65490918069,49481.51663183303,41019.11223617765
Deaths,India,Male,75 to 79,Stroke,Number,2011,48220.59047537507,52509.88786944282,43830.27352342583
Deaths,India,Female,75 to 79,Stroke,Number,2011,46175.30880136301,50670.08014101566,41259.466615778954
Deaths,India,Male,80 plus,Stroke,Number,2011,49901.40805634466,55324.518583609155,43424.99130478016
Deaths,India,Female,80 plus,Stroke,Number,2011,51670.22778944133,58426.49612090071,45692.92715690162
Deaths,India,Male,40 to 44,Ischemic heart disease,Number,2015,34907.415328181276,36592.80077848062,33162.59938796343
Deaths,India,Female,40 to 44,Ischemic heart disease,Number,2015,15792.517677099571,17010.586414763566,14629.819782591323
Deaths,India,Male,45 to 49,Ischemic heart disease,Number,2015,53049.30210724159,55545.350302849925,50482.02162749532
Deaths,India,Female,45 to 49,Ischemic heart disease,Number,2015,21712.19457639776,23409.92561730255,20227.892722160024
Deaths,India,Male,50 to 54,Ischemic heart disease,Number,2015,67568.50624204682,70582.90432756286,64336.260144325934
Deaths,India,Female,50 to 54,Ischemic heart disease,Number,2015,36995.037798199526,39972.76554162427,34157.416890119384
Deaths,India,Male,55 to 59,Ischemic heart disease,Number,2015,97366.44727809777,101907.4345626148,92293.92612324138
Deaths,India,Female,55 to 59,Ischemic heart disease,Number,2015,46735.74283080224,49713.48996899053,43440.72781280043
Deaths,India,Male,60 to 64,Ischemic heart disease,Number,2015,104547.36494961269,108878.32139459858,99533.6304364435
Deaths,India,Female,60 to 64,Ischemic heart disease,Number,2015,61381.76498123255,65703.94829533416,56641.05303796237
Deaths,India,Male,65 to 69,Ischemic heart disease,Number,2015,107583.60784558512,112838.47147790519,101135.58160263544
Deaths,India,Female,65 to 69,Ischemic heart disease,Number,2015,69926.6652354632,75028.01611759562,63078.502838162596
Deaths,India,Male,70 to 74,Ischemic heart disease,Number,2015,109883.35829792182,115691.85514690701,102376.25285013104
Deaths,India,Female,70 to 74,Ischemic heart disease,Number,2015,82243.16309260509,88179.73048022145,73439.4433977556
Deaths,India,Male,75 to 79,Ischemic heart disease,Number,2015,96300.36660546697,101977.70341145163,89242.77094044263
Deaths,India,Female,75 to 79,Ischemic heart disease,Number,2015,81458.07882287032,87580.23577517278,73332.7918037714
Deaths,India,Male,80 plus,Ischemic heart disease,Number,2015,150510.07076925592,161381.60279043484,135205.0071972091
Deaths,India,Female,80 plus,Ischemic heart disease,Number,2015,149411.8032989472,161279.33211472462,130471.03716616912
Deaths,India,Male,40 to 44,Stroke,Number,2015,8780.79708018404,9538.946001193184,8084.509547733926
Deaths,India,Female,40 to 44,Stroke,Number,2015,6547.485799612585,7174.828085742048,5944.869465148524
Deaths,India,Male,45 to 49,Stroke,Number,2015,13862.74550208393,14951.358931468647,12778.82791980393
Deaths,India,Female,45 to 49,Stroke,Number,2015,10501.7995763146,11441.479732153817,9657.27100971398
Deaths,India,Male,50 to 54,Stroke,Number,2015,21701.204846325578,23289.821795944914,20186.232465287194
Deaths,India,Female,50 to 54,Stroke,Number,2015,19865.5921456048,21589.459056328873,18284.868901927606
Deaths,India,Male,55 to 59,Stroke,Number,2015,35777.090870830245,38036.51338795249,33452.461937604225
Deaths,India,Female,55 to 59,Stroke,Number,2015,25552.310669147864,27356.820279210653,23620.646927865117
Deaths,India,Male,60 to 64,Stroke,Number,2015,46216.077837264,49249.76553472465,43242.40635303535
Deaths,India,Female,60 to 64,Stroke,Number,2015,40827.162013262605,44052.98441779426,37228.58414650638
Deaths,India,Male,65 to 69,Stroke,Number,2015,55754.79415111297,59597.64866536325,51707.62771769024
Deaths,India,Female,65 to 69,Stroke,Number,2015,47498.71647114111,51556.79080765132,42713.28960415229
Deaths,India,Male,70 to 74,Stroke,Number,2015,55046.93612216954,59280.41730466155,50716.44252108026
Deaths,India,Female,70 to 74,Stroke,Number,2015,52217.785981356225,56914.74588658819,46616.329407394776
Deaths,India,Male,75 to 79,Stroke,Number,2015,47739.458759731955,51505.73857256435,43574.5537709513
Deaths,India,Female,75 to 79,Stroke,Number,2015,49289.13363367284,53835.01452147057,44207.501504787426
Deaths,India,Male,80 plus,Stroke,Number,2015,57848.61587045784,63166.51374908777,51765.2539408721
Deaths,India,Female,80 plus,Stroke,Number,2015,72285.76116213205,79169.09619635611,63294.3188777748
Deaths,India,Male,40 to 44,Ischemic heart disease,Number,2008,32353.93358994998,34034.482386420816,30827.818578665283
Deaths,India,Female,40 to 44,Ischemic heart disease,Number,2008,11107.492257571008,12021.954472856502,10293.465695204186
Deaths,India,Male,45 to 49,Ischemic heart disease,Number,2008,44227.42914334972,46331.95979850633,42005.54970763761
Deaths,India,Female,45 to 49,Ischemic heart disease,Number,2008,14298.714433290279,15361.07795180327,13390.296525237092
Deaths,India,Male,50 to 54,Ischemic heart disease,Number,2008,57176.88044829814,59639.38044277471,54195.32452109181
Deaths,India,Female,50 to 54,Ischemic heart disease,Number,2008,17203.52402204037,18446.650497111284,16080.778146024293
Deaths,India,Male,55 to 59,Ischemic heart disease,Number,2008,61382.61276041447,64637.31285598393,58309.23608445623
Deaths,India,Female,55 to 59,Ischemic heart disease,Number,2008,29106.392145891994,31079.582323067425,27238.991980882234
Deaths,India,Male,60 to 64,Ischemic heart disease,Number,2008,84289.46711271345,88416.45070109844,79593.4139529255
Deaths,India,Female,60 to 64,Ischemic heart disease,Number,2008,45444.29478965635,48524.53317552279,42062.44186637575
Deaths,India,Male,65 to 69,Ischemic heart disease,Number,2008,88952.7674960587,94281.34488722893,82354.0505553925
Deaths,India,Female,65 to 69,Ischemic heart disease,Number,2008,53947.23008379119,57729.91104640059,49078.47310175991
Deaths,India,Male,70 to 74,Ischemic heart disease,Number,2008,89432.81564472882,95483.58846927749,81653.1716415967
Deaths,India,Female,70 to 74,Ischemic heart disease,Number,2008,61348.00216396722,66692.41690863622,55358.42840617191
Deaths,India,Male,75 to 79,Ischemic heart disease,Number,2008,82137.49392983172,87551.36774944585,74729.04025056936
Deaths,India,Female,75 to 79,Ischemic heart disease,Number,2008,62211.476339370885,67536.4910950711,55217.1187433867
Deaths,India,Male,80 plus,Ischemic heart disease,Number,2008,97731.13882117918,106088.3087732968,85408.22675762618
Deaths,India,Female,80 plus,Ischemic heart disease,Number,2008,83467.56344195447,91971.51311689541,72310.17070917902
Deaths,India,Male,40 to 44,Stroke,Number,2008,8883.880501744232,9563.924481119828,8267.866588902089
Deaths,India,Female,40 to 44,Stroke,Number,2008,5059.312224319424,5553.648170673441,4645.524100721972
Deaths,India,Male,45 to 49,Stroke,Number,2008,12215.472531830788,13045.070098621183,11408.52990239802
Deaths,India,Female,45 to 49,Stroke,Number,2008,7408.06705698056,8022.080024414533,6847.513523119968
Deaths,India,Male,50 to 54,Stroke,Number,2008,19164.413867506835,20430.81999005317,17865.597038150965
Deaths,India,Female,50 to 54,Stroke,Number,2008,9521.92535607604,10313.69361573688,8855.165506246694
Deaths,India,Male,55 to 59,Stroke,Number,2008,23468.27939562106,25001.035575132482,22100.6087958423
Deaths,India,Female,55 to 59,Stroke,Number,2008,16897.38981226014,18061.051564072888,15649.715360727634
Deaths,India,Male,60 to 64,Stroke,Number,2008,39667.10356007673,42306.786303186986,36922.97595140452
Deaths,India,Female,60 to 64,Stroke,Number,2008,31076.56896424142,33328.33212183547,28589.336698835148
Deaths,India,Male,65 to 69,Stroke,Number,2008,49492.943436096444,53254.38975222327,45138.234952636085
Deaths,India,Female,65 to 69,Stroke,Number,2008,39076.637605778014,42048.163865744405,35365.87554506275
Deaths,India,Male,70 to 74,Stroke,Number,2008,48925.02476675002,52719.15657328508,44466.95012900784
Deaths,India,Female,70 to 74,Stroke,Number,2008,42978.22209133373,46879.911732804474,38716.16573386772
Deaths,India,Male,75 to 79,Stroke,Number,2008,45378.76699692466,49222.605451572505,40920.67765897167
Deaths,India,Female,75 to 79,Stroke,Number,2008,41139.16807354669,45006.07580139468,36533.39980441567
Deaths,India,Male,80 plus,Stroke,Number,2008,43622.35477407427,47965.61793885618,37451.634827022055
Deaths,India,Female,80 plus,Stroke,Number,2008,45681.369196701904,50827.19858117981,39680.473256513644
Deaths,India,Male,40 to 44,All causes,Number,2014,200525.84932253615,204809.45067641186,196145.8884826249
Deaths,India,Female,40 to 44,All causes,Number,2014,119462.87091516145,122415.39893464769,116789.96381794754
Deaths,India,Male,45 to 49,All causes,Number,2014,247384.97096644875,252847.1985226009,241758.98127304585
Deaths,India,Female,45 to 49,All causes,Number,2014,133697.80968620916,136615.33543061014,130988.0296227719
Deaths,India,Male,50 to 54,All causes,Number,2014,283170.00176331546,289385.4908011527,276891.0785135344
Deaths,India,Female,50 to 54,All causes,Number,2014,210793.45188811515,215364.20810875003,206557.75989588836
Deaths,India,Male,55 to 59,All causes,Number,2014,382131.2019504388,389558.049243679,374588.5362009835
Deaths,India,Female,55 to 59,All causes,Number,2014,243669.76081894318,249317.60650201497,238546.12804071815
Deaths,India,Male,60 to 64,All causes,Number,2014,453661.2019935344,461669.1223423354,445154.5225515098
Deaths,India,Female,60 to 64,All causes,Number,2014,340467.49446864537,348058.75136017427,333632.3608359268
Deaths,India,Male,65 to 69,All causes,Number,2014,514564.53198881884,523225.1898324958,505465.56311680144
Deaths,India,Female,65 to 69,All causes,Number,2014,393570.82833416114,402259.0864863817,385995.0539251749
Deaths,India,Male,70 to 74,All causes,Number,2014,538978.0153136139,547983.0907098502,529409.1962297976
Deaths,India,Female,70 to 74,All causes,Number,2014,480918.79556167556,491131.80637002253,471697.15014181926
Deaths,India,Male,75 to 79,All causes,Number,2014,492311.39908374386,500703.68324433634,483590.60935001686
